sample	city	pop	site	range
Loja_36_13	Loja	36	urban	Introduced
Loja_36_16	Loja	36	urban	Introduced
Loja_36_17	Loja	36	urban	Introduced
Loja_37_15	Loja	37	urban	Introduced
Loja_37_10	Loja	37	urban	Introduced
Loja_37_1	Loja	37	urban	Introduced
Loja_37_6	Loja	37	urban	Introduced
Loja_37_11	Loja	37	urban	Introduced
Loja_37_13	Loja	37	urban	Introduced
Loja_37_18	Loja	37	urban	Introduced
Loja_37_19	Loja	37	urban	Introduced
Loja_38_7	Loja	38	urban	Introduced
Loja_38_12	Loja	38	urban	Introduced
Loja_38_6	Loja	38	urban	Introduced
Loja_38_4	Loja	38	urban	Introduced
Loja_38_8	Loja	38	urban	Introduced
Loja_38_14	Loja	38	urban	Introduced
Loja_40_12	Loja	40	urban	Introduced
Loja_40_7	Loja	40	urban	Introduced
Loja_40_4	Loja	40	urban	Introduced
Loja_40_2	Loja	40	urban	Introduced
Loja_40_5	Loja	40	urban	Introduced
Loja_40_11	Loja	40	urban	Introduced
Loja_40_NA	Loja	40	urban	Introduced
Medellin_2_8	Medellin	2	urban	Introduced
Medellin_2_9	Medellin	2	urban	Introduced
Medellin_2_3	Medellin	2	urban	Introduced
Medellin_2_19	Medellin	2	urban	Introduced
Medellin_2_5	Medellin	2	urban	Introduced
Medellin_2_6	Medellin	2	urban	Introduced
Medellin_2_12	Medellin	2	urban	Introduced
Medellin_2_1	Medellin	2	urban	Introduced
Medellin_36_1	Medellin	36	rural	Introduced
Medellin_36_10	Medellin	36	rural	Introduced
Medellin_36_3	Medellin	36	rural	Introduced
Medellin_36_12	Medellin	36	rural	Introduced
Medellin_36_9	Medellin	36	rural	Introduced
Medellin_36_16	Medellin	36	rural	Introduced
Medellin_36_5	Medellin	36	rural	Introduced
Medellin_36_4	Medellin	36	rural	Introduced
Medellin_36_6	Medellin	36	rural	Introduced
Medellin_36_8	Medellin	36	rural	Introduced
Medellin_37_10	Medellin	37	rural	Introduced
Medellin_37_4	Medellin	37	rural	Introduced
Medellin_37_11	Medellin	37	rural	Introduced
Medellin_37_18	Medellin	37	rural	Introduced
Medellin_37_19	Medellin	37	rural	Introduced
Medellin_37_15	Medellin	37	rural	Introduced
Medellin_38_3	Medellin	38	rural	Introduced
Medellin_38_7	Medellin	38	rural	Introduced
Medellin_38_1	Medellin	38	rural	Introduced
Medellin_38_19	Medellin	38	rural	Introduced
Medellin_38_14	Medellin	38	rural	Introduced
Memphis_1_4	Memphis	1	urban	Introduced
Memphis_1_2	Memphis	1	urban	Introduced
Memphis_1_1	Memphis	1	urban	Introduced
Memphis_1_9	Memphis	1	urban	Introduced
Memphis_1_7	Memphis	1	urban	Introduced
Memphis_1_11	Memphis	1	urban	Introduced
Memphis_1_13	Memphis	1	urban	Introduced
Memphis_1_8	Memphis	1	urban	Introduced
Memphis_1_20	Memphis	1	urban	Introduced
Memphis_2_1	Memphis	2	urban	Introduced
Memphis_2_20	Memphis	2	urban	Introduced
Memphis_2_2	Memphis	2	urban	Introduced
Memphis_2_3	Memphis	2	urban	Introduced
Memphis_2_7	Memphis	2	urban	Introduced
Memphis_2_6	Memphis	2	urban	Introduced
Memphis_2_12	Memphis	2	urban	Introduced
Memphis_2_11	Memphis	2	urban	Introduced
Memphis_2_4	Memphis	2	urban	Introduced
Memphis_2_15	Memphis	2	urban	Introduced
Memphis_3_10	Memphis	3	urban	Introduced
Memphis_3_1	Memphis	3	urban	Introduced
Memphis_3_2	Memphis	3	urban	Introduced
Memphis_3_5	Memphis	3	urban	Introduced
Memphis_3_6	Memphis	3	urban	Introduced
Memphis_3_9	Memphis	3	urban	Introduced
Memphis_3_15	Memphis	3	urban	Introduced
Memphis_3_17	Memphis	3	urban	Introduced
Memphis_3_18	Memphis	3	urban	Introduced
Memphis_4_5	Memphis	4	urban	Introduced
Memphis_4_17	Memphis	4	urban	Introduced
Memphis_4_18	Memphis	4	urban	Introduced
Memphis_4_16	Memphis	4	urban	Introduced
Memphis_4_13	Memphis	4	urban	Introduced
Memphis_4_10	Memphis	4	urban	Introduced
Memphis_4_6	Memphis	4	urban	Introduced
Memphis_4_3	Memphis	4	urban	Introduced
Memphis_4_1	Memphis	4	urban	Introduced
Memphis_5_14	Memphis	5	urban	Introduced
Memphis_5_12	Memphis	5	urban	Introduced
Memphis_5_18	Memphis	5	urban	Introduced
Memphis_5_4	Memphis	5	urban	Introduced
Memphis_5_19	Memphis	5	urban	Introduced
Memphis_5_8	Memphis	5	urban	Introduced
Memphis_5_10	Memphis	5	urban	Introduced
Memphis_5_16	Memphis	5	urban	Introduced
Memphis_5_20	Memphis	5	urban	Introduced
Memphis_43_2	Memphis	43	rural	Introduced
Memphis_43_8	Memphis	43	rural	Introduced
Memphis_43_10	Memphis	43	rural	Introduced
Memphis_43_5	Memphis	43	rural	Introduced
Memphis_43_13	Memphis	43	rural	Introduced
Memphis_43_11	Memphis	43	rural	Introduced
Memphis_43_3	Memphis	43	rural	Introduced
Memphis_43_6	Memphis	43	rural	Introduced
Memphis_43_12	Memphis	43	rural	Introduced
Memphis_43_14	Memphis	43	rural	Introduced
Memphis_44_7	Memphis	44	rural	Introduced
Memphis_44_9	Memphis	44	rural	Introduced
Memphis_44_3	Memphis	44	rural	Introduced
Memphis_44_2	Memphis	44	rural	Introduced
Memphis_44_5	Memphis	44	rural	Introduced
Memphis_44_6	Memphis	44	rural	Introduced
Munich_1_5	Munich	1	rural	Native
Munich_1_4	Munich	1	rural	Native
Munich_1_20	Munich	1	rural	Native
Munich_1_18	Munich	1	rural	Native
Munich_1_13	Munich	1	rural	Native
Munich_1_11	Munich	1	rural	Native
Munich_1_9	Munich	1	rural	Native
Munich_1_6	Munich	1	rural	Native
Munich_1_3	Munich	1	rural	Native
Munich_1_2	Munich	1	rural	Native
Munich_2_9	Munich	2	rural	Native
Munich_2_5	Munich	2	rural	Native
Munich_2_15	Munich	2	rural	Native
Munich_2_13	Munich	2	rural	Native
Munich_2_11	Munich	2	rural	Native
Munich_2_10	Munich	2	rural	Native
Munich_2_8	Munich	2	rural	Native
Munich_2_7	Munich	2	rural	Native
Munich_2_6	Munich	2	rural	Native
Munich_2_1	Munich	2	rural	Native
Munich_3_4	Munich	3	rural	Native
Munich_3_14	Munich	3	rural	Native
Munich_3_19	Munich	3	rural	Native
Munich_3_17	Munich	3	rural	Native
Munich_3_16	Munich	3	rural	Native
Munich_3_9	Munich	3	rural	Native
Munich_3_7	Munich	3	rural	Native
Munich_3_6	Munich	3	rural	Native
Munich_3_3	Munich	3	rural	Native
Munich_4_18	Munich	4	rural	Native
Munich_4_6	Munich	4	rural	Native
Munich_4_20	Munich	4	rural	Native
Munich_4_16	Munich	4	rural	Native
Munich_4_15	Munich	4	rural	Native
Munich_4_13	Munich	4	rural	Native
Munich_4_11	Munich	4	rural	Native
Munich_4_7	Munich	4	rural	Native
Munich_4_2	Munich	4	rural	Native
Munich_5_11	Munich	5	rural	Native
Munich_5_1	Munich	5	rural	Native
Munich_5_18	Munich	5	rural	Native
Munich_5_16	Munich	5	rural	Native
Munich_5_13	Munich	5	rural	Native
Munich_5_12	Munich	5	rural	Native
Munich_5_10	Munich	5	rural	Native
Munich_47_6	Munich	47	urban	Native
Munich_47_10	Munich	47	urban	Native
Munich_47_20	Munich	47	urban	Native
Munich_47_18	Munich	47	urban	Native
Munich_47_17	Munich	47	urban	Native
Munich_47_16	Munich	47	urban	Native
Munich_47_15	Munich	47	urban	Native
Munich_47_11	Munich	47	urban	Native
Munich_47_8	Munich	47	urban	Native
Munich_47_1	Munich	47	urban	Native
Munich_48_19	Munich	48	urban	Native
Munich_48_12	Munich	48	urban	Native
Munich_48_8	Munich	48	urban	Native
Munich_48_20	Munich	48	urban	Native
Munich_48_18	Munich	48	urban	Native
Munich_48_15	Munich	48	urban	Native
Munich_48_13	Munich	48	urban	Native
Munich_48_7	Munich	48	urban	Native
Munich_48_4	Munich	48	urban	Native
Munich_49_20	Munich	49	urban	Native
Munich_49_19	Munich	49	urban	Native
Munich_49_18	Munich	49	urban	Native
Munich_49_17	Munich	49	urban	Native
Munich_49_12	Munich	49	urban	Native
Munich_49_10	Munich	49	urban	Native
Munich_49_8	Munich	49	urban	Native
Munich_49_4	Munich	49	urban	Native
Munich_49_1	Munich	49	urban	Native
Munich_50_13	Munich	50	urban	Native
Munich_50_15	Munich	50	urban	Native
Munich_50_1	Munich	50	urban	Native
Munich_50_17	Munich	50	urban	Native
Munich_50_16	Munich	50	urban	Native
Munich_50_14	Munich	50	urban	Native
Munich_50_8	Munich	50	urban	Native
Munich_50_7	Munich	50	urban	Native
Munich_50_4	Munich	50	urban	Native
Munich_50_3	Munich	50	urban	Native
Munich_51_13	Munich	51	urban	Native
Munich_51_8	Munich	51	urban	Native
Munich_51_16	Munich	51	urban	Native
Munich_51_15	Munich	51	urban	Native
Munich_51_10	Munich	51	urban	Native
Munich_51_9	Munich	51	urban	Native
Munich_51_6	Munich	51	urban	Native
Palm_North_6_15	Palmerston_North	6	urban	Introduced
Palm_North_6_14	Palmerston_North	6	urban	Introduced
Palm_North_6_13	Palmerston_North	6	urban	Introduced
Palm_North_6_11	Palmerston_North	6	urban	Introduced
Palm_North_6_9	Palmerston_North	6	urban	Introduced
Palm_North_6_8	Palmerston_North	6	urban	Introduced
Palm_North_6_4	Palmerston_North	6	urban	Introduced
Palm_North_6_3	Palmerston_North	6	urban	Introduced
Palm_North_6_1	Palmerston_North	6	urban	Introduced
Palm_North_7_15	Palmerston_North	7	urban	Introduced
Palm_North_7_12	Palmerston_North	7	urban	Introduced
Palm_North_7_10	Palmerston_North	7	urban	Introduced
Palm_North_7_9	Palmerston_North	7	urban	Introduced
Palm_North_7_7	Palmerston_North	7	urban	Introduced
Palm_North_7_4	Palmerston_North	7	urban	Introduced
Palm_North_7_2	Palmerston_North	7	urban	Introduced
Palm_North_7_17	Palmerston_North	7	urban	Introduced
Palm_North_7_16	Palmerston_North	7	urban	Introduced
Palm_North_8_15	Palmerston_North	8	urban	Introduced
Palm_North_8_11	Palmerston_North	8	urban	Introduced
Palm_North_8_9	Palmerston_North	8	urban	Introduced
Palm_North_8_8	Palmerston_North	8	urban	Introduced
Palm_North_8_5	Palmerston_North	8	urban	Introduced
Palm_North_8_4	Palmerston_North	8	urban	Introduced
Palm_North_8_17	Palmerston_North	8	urban	Introduced
Palm_North_8_16	Palmerston_North	8	urban	Introduced
Palm_North_10_4	Palmerston_North	10	urban	Introduced
Palm_North_10_5	Palmerston_North	10	urban	Introduced
Palm_North_10_6	Palmerston_North	10	urban	Introduced
Palm_North_10_8	Palmerston_North	10	urban	Introduced
Palm_North_10_9	Palmerston_North	10	urban	Introduced
Palm_North_10_10	Palmerston_North	10	urban	Introduced
Palm_North_10_13	Palmerston_North	10	urban	Introduced
Palm_North_10_15	Palmerston_North	10	urban	Introduced
Palm_North_10_16	Palmerston_North	10	urban	Introduced
Palm_North_10_17	Palmerston_North	10	urban	Introduced
Palm_North_11_1	Palmerston_North	11	urban	Introduced
Palm_North_11_2	Palmerston_North	11	urban	Introduced
Palm_North_11_6	Palmerston_North	11	urban	Introduced
Palm_North_11_7	Palmerston_North	11	urban	Introduced
Palm_North_11_8	Palmerston_North	11	urban	Introduced
Palm_North_11_10	Palmerston_North	11	urban	Introduced
Palm_North_11_17	Palmerston_North	11	urban	Introduced
Palm_North_11_18	Palmerston_North	11	urban	Introduced
Palm_North_36_3	Palmerston_North	36	rural	Introduced
Palm_North_36_4	Palmerston_North	36	rural	Introduced
Palm_North_36_6	Palmerston_North	36	rural	Introduced
Palm_North_36_7	Palmerston_North	36	rural	Introduced
Palm_North_36_9	Palmerston_North	36	rural	Introduced
Palm_North_36_10	Palmerston_North	36	rural	Introduced
Palm_North_36_11	Palmerston_North	36	rural	Introduced
Palm_North_36_13	Palmerston_North	36	rural	Introduced
Palm_North_36_15	Palmerston_North	36	rural	Introduced
Palm_North_37_1	Palmerston_North	37	rural	Introduced
Palm_North_37_2	Palmerston_North	37	rural	Introduced
Palm_North_37_3	Palmerston_North	37	rural	Introduced
Palm_North_37_4	Palmerston_North	37	rural	Introduced
Palm_North_37_5	Palmerston_North	37	rural	Introduced
Palm_North_37_6	Palmerston_North	37	rural	Introduced
Palm_North_37_7	Palmerston_North	37	rural	Introduced
Palm_North_37_8	Palmerston_North	37	rural	Introduced
Palm_North_37_12	Palmerston_North	37	rural	Introduced
Palm_North_37_17	Palmerston_North	37	rural	Introduced
Palm_North_38_1	Palmerston_North	38	rural	Introduced
Palm_North_38_3	Palmerston_North	38	rural	Introduced
Palm_North_38_5	Palmerston_North	38	rural	Introduced
Palm_North_38_6	Palmerston_North	38	rural	Introduced
Palm_North_38_11	Palmerston_North	38	rural	Introduced
Palm_North_38_12	Palmerston_North	38	rural	Introduced
Palm_North_38_10	Palmerston_North	38	rural	Introduced
Palm_North_38_9	Palmerston_North	38	rural	Introduced
Palm_North_39_7	Palmerston_North	39	rural	Introduced
Palm_North_39_16	Palmerston_North	39	rural	Introduced
Palm_North_39_6	Palmerston_North	39	rural	Introduced
Palm_North_39_13	Palmerston_North	39	rural	Introduced
Palm_North_39_14	Palmerston_North	39	rural	Introduced
Palm_North_39_15	Palmerston_North	39	rural	Introduced
Palm_North_39_5	Palmerston_North	39	rural	Introduced
Palm_North_39_9	Palmerston_North	39	rural	Introduced
Palm_North_39_8	Palmerston_North	39	rural	Introduced
Palm_North_40_18	Palmerston_North	40	rural	Introduced
Palm_North_40_19	Palmerston_North	40	rural	Introduced
Palm_North_40_10	Palmerston_North	40	rural	Introduced
Palm_North_40_12	Palmerston_North	40	rural	Introduced
Palm_North_40_6	Palmerston_North	40	rural	Introduced
Punt_Ar_1_1	Punta_Arenas	1	urban	Introduced
Punt_Ar_1_2	Punta_Arenas	1	urban	Introduced
Punt_Ar_1_5	Punta_Arenas	1	urban	Introduced
Punt_Ar_1_6	Punta_Arenas	1	urban	Introduced
Punt_Ar_1_9	Punta_Arenas	1	urban	Introduced
Punt_Ar_1_11	Punta_Arenas	1	urban	Introduced
Punt_Ar_1_15	Punta_Arenas	1	urban	Introduced
Punt_Ar_1_19	Punta_Arenas	1	urban	Introduced
Punt_Ar_2_3	Punta_Arenas	2	urban	Introduced
Punt_Ar_2_2	Punta_Arenas	2	urban	Introduced
Punt_Ar_2_4	Punta_Arenas	2	urban	Introduced
Punt_Ar_2_5	Punta_Arenas	2	urban	Introduced
Punt_Ar_2_7	Punta_Arenas	2	urban	Introduced
Punt_Ar_2_9	Punta_Arenas	2	urban	Introduced
Punt_Ar_2_13	Punta_Arenas	2	urban	Introduced
Punt_Ar_2_15	Punta_Arenas	2	urban	Introduced
Punt_Ar_2_19	Punta_Arenas	2	urban	Introduced
Punt_Ar_3_3	Punta_Arenas	3	urban	Introduced
Punt_Ar_3_4	Punta_Arenas	3	urban	Introduced
Punt_Ar_3_11	Punta_Arenas	3	urban	Introduced
Punt_Ar_3_16	Punta_Arenas	3	urban	Introduced
Punt_Ar_3_17	Punta_Arenas	3	urban	Introduced
Punt_Ar_3_18	Punta_Arenas	3	urban	Introduced
Punt_Ar_3_19	Punta_Arenas	3	urban	Introduced
Punt_Ar_5_1	Punta_Arenas	5	urban	Introduced
Punt_Ar_5_2	Punta_Arenas	5	urban	Introduced
Punt_Ar_5_6	Punta_Arenas	5	urban	Introduced
Punt_Ar_5_8	Punta_Arenas	5	urban	Introduced
Punt_Ar_5_16	Punta_Arenas	5	urban	Introduced
Punt_Ar_5_17	Punta_Arenas	5	urban	Introduced
Punt_Ar_5_20	Punta_Arenas	5	urban	Introduced
Punt_Ar_20_2	Punta_Arenas	20	rural	Introduced
Punt_Ar_20_3	Punta_Arenas	20	rural	Introduced
Punt_Ar_20_6	Punta_Arenas	20	rural	Introduced
Punt_Ar_20_7	Punta_Arenas	20	rural	Introduced
Punt_Ar_20_9	Punta_Arenas	20	rural	Introduced
Punt_Ar_20_15	Punta_Arenas	20	rural	Introduced
Punt_Ar_20_16	Punta_Arenas	20	rural	Introduced
Punt_Ar_20_18	Punta_Arenas	20	rural	Introduced
Punt_Ar_20_19	Punta_Arenas	20	rural	Introduced
Punt_Ar_21_3	Punta_Arenas	21	rural	Introduced
Punt_Ar_21_6	Punta_Arenas	21	rural	Introduced
Punt_Ar_21_9	Punta_Arenas	21	rural	Introduced
Punt_Ar_21_10	Punta_Arenas	21	rural	Introduced
Punt_Ar_21_15	Punta_Arenas	21	rural	Introduced
Punt_Ar_21_16	Punta_Arenas	21	rural	Introduced
Punt_Ar_21_19	Punta_Arenas	21	rural	Introduced
Punt_Ar_22_20	Punta_Arenas	22	rural	Introduced
Punt_Ar_22_14	Punta_Arenas	22	rural	Introduced
Punt_Ar_22_12	Punta_Arenas	22	rural	Introduced
Punt_Ar_22_11	Punta_Arenas	22	rural	Introduced
Punt_Ar_22_6	Punta_Arenas	22	rural	Introduced
Punt_Ar_22_8	Punta_Arenas	22	rural	Introduced
Punt_Ar_23_20	Punta_Arenas	23	rural	Introduced
Punt_Ar_23_19	Punta_Arenas	23	rural	Introduced
Punt_Ar_23_12	Punta_Arenas	23	rural	Introduced
Punt_Ar_23_11	Punta_Arenas	23	rural	Introduced
Punt_Ar_23_8	Punta_Arenas	23	rural	Introduced
Punt_Ar_23_4	Punta_Arenas	23	rural	Introduced
Punt_Ar_23_3	Punta_Arenas	23	rural	Introduced
Punt_Ar_23_1	Punta_Arenas	23	rural	Introduced
Punt_Ar_24_2	Punta_Arenas	24	rural	Introduced
Punt_Ar_24_3	Punta_Arenas	24	rural	Introduced
Punt_Ar_24_6	Punta_Arenas	24	rural	Introduced
Punt_Ar_24_7	Punta_Arenas	24	rural	Introduced
Punt_Ar_24_8	Punta_Arenas	24	rural	Introduced
Punt_Ar_24_11	Punta_Arenas	24	rural	Introduced
Punt_Ar_24_13	Punta_Arenas	24	rural	Introduced
Punt_Ar_24_18	Punta_Arenas	24	rural	Introduced
Punt_Ar_24_20	Punta_Arenas	24	rural	Introduced
Quito_3_2	Quito	3	rural	Introduced
Quito_3_19	Quito	3	rural	Introduced
Quito_3_15	Quito	3	rural	Introduced
Quito_3_9	Quito	3	rural	Introduced
Quito_3_11	Quito	3	rural	Introduced
Quito_4_2	Quito	4	rural	Introduced
Quito_4_8	Quito	4	rural	Introduced
Quito_4_9	Quito	4	rural	Introduced
Quito_4_6	Quito	4	rural	Introduced
Quito_4_5	Quito	4	rural	Introduced
Quito_36_12	Quito	36	urban	Introduced
Quito_36_15	Quito	36	urban	Introduced
Quito_36_13	Quito	36	urban	Introduced
Quito_36_11	Quito	36	urban	Introduced
Quito_36_16	Quito	36	urban	Introduced
Sapporo_1_8	Sapporo	1	urban	Introduced
Sapporo_1_9	Sapporo	1	urban	Introduced
Sapporo_1_10	Sapporo	1	urban	Introduced
Sapporo_1_11	Sapporo	1	urban	Introduced
Sapporo_1_12	Sapporo	1	urban	Introduced
Sapporo_1_15	Sapporo	1	urban	Introduced
Sapporo_1_16	Sapporo	1	urban	Introduced
Sapporo_1_17	Sapporo	1	urban	Introduced
Sapporo_1_20	Sapporo	1	urban	Introduced
Sapporo_2_1	Sapporo	2	urban	Introduced
Sapporo_2_4	Sapporo	2	urban	Introduced
Sapporo_2_5	Sapporo	2	urban	Introduced
Sapporo_2_7	Sapporo	2	urban	Introduced
Sapporo_2_8	Sapporo	2	urban	Introduced
Sapporo_2_12	Sapporo	2	urban	Introduced
Sapporo_2_13	Sapporo	2	urban	Introduced
Sapporo_2_17	Sapporo	2	urban	Introduced
Sapporo_3_1	Sapporo	3	urban	Introduced
Sapporo_3_3	Sapporo	3	urban	Introduced
Sapporo_3_4	Sapporo	3	urban	Introduced
Sapporo_3_5	Sapporo	3	urban	Introduced
Sapporo_3_8	Sapporo	3	urban	Introduced
Sapporo_3_9	Sapporo	3	urban	Introduced
Sapporo_3_11	Sapporo	3	urban	Introduced
Sapporo_3_15	Sapporo	3	urban	Introduced
Sapporo_3_19	Sapporo	3	urban	Introduced
Sapporo_35_1	Sapporo	35	rural	Introduced
Sapporo_35_3	Sapporo	35	rural	Introduced
Sapporo_35_5	Sapporo	35	rural	Introduced
Sapporo_35_7	Sapporo	35	rural	Introduced
Sapporo_35_8	Sapporo	35	rural	Introduced
Sapporo_35_9	Sapporo	35	rural	Introduced
Sapporo_35_16	Sapporo	35	rural	Introduced
Sapporo_35_17	Sapporo	35	rural	Introduced
Sapporo_35_20	Sapporo	35	rural	Introduced
Sapporo_36_1	Sapporo	36	rural	Introduced
Sapporo_36_2	Sapporo	36	rural	Introduced
Sapporo_36_6	Sapporo	36	rural	Introduced
Sapporo_36_9	Sapporo	36	rural	Introduced
Sapporo_36_10	Sapporo	36	rural	Introduced
Sapporo_36_11	Sapporo	36	rural	Introduced
Sapporo_36_12	Sapporo	36	rural	Introduced
Sapporo_36_16	Sapporo	36	rural	Introduced
Sapporo_36_17	Sapporo	36	rural	Introduced
Sapporo_38_3	Sapporo	38	rural	Introduced
Sapporo_38_4	Sapporo	38	rural	Introduced
Sapporo_38_5	Sapporo	38	rural	Introduced
Sapporo_38_9	Sapporo	38	rural	Introduced
Sapporo_38_10	Sapporo	38	rural	Introduced
Sapporo_38_12	Sapporo	38	rural	Introduced
Sapporo_38_14	Sapporo	38	rural	Introduced
Sapporo_38_15	Sapporo	38	rural	Introduced
Sapporo_38_19	Sapporo	38	rural	Introduced
Sapporo_39_20	Sapporo	39	rural	Introduced
Sapporo_39_1	Sapporo	39	rural	Introduced
Sapporo_39_4	Sapporo	39	rural	Introduced
Sapporo_39_7	Sapporo	39	rural	Introduced
Sapporo_39_10	Sapporo	39	rural	Introduced
Sapporo_39_13	Sapporo	39	rural	Introduced
Sapporo_39_15	Sapporo	39	rural	Introduced
Sapporo_39_16	Sapporo	39	rural	Introduced
Sapporo_39_17	Sapporo	39	rural	Introduced
Sapporo_40_4	Sapporo	40	rural	Introduced
Sapporo_40_13	Sapporo	40	rural	Introduced
Sapporo_40_14	Sapporo	40	rural	Introduced
Sapporo_40_19	Sapporo	40	rural	Introduced
Sapporo_40_16	Sapporo	40	rural	Introduced
Sapporo_40_10	Sapporo	40	rural	Introduced
Sapporo_40_9	Sapporo	40	rural	Introduced
Sapporo_40_5	Sapporo	40	rural	Introduced
Sapporo_43_20	Sapporo	43	urban	Introduced
Sapporo_43_19	Sapporo	43	urban	Introduced
Sapporo_43_13	Sapporo	43	urban	Introduced
Sapporo_43_11	Sapporo	43	urban	Introduced
Sapporo_43_8	Sapporo	43	urban	Introduced
Sapporo_43_7	Sapporo	43	urban	Introduced
Sapporo_43_6	Sapporo	43	urban	Introduced
Sapporo_43_5	Sapporo	43	urban	Introduced
Sapporo_43_4	Sapporo	43	urban	Introduced
Sapporo_43_12	Sapporo	43	urban	Introduced
Sapporo_44_18	Sapporo	44	urban	Introduced
Sapporo_44_17	Sapporo	44	urban	Introduced
Sapporo_44_16	Sapporo	44	urban	Introduced
Sapporo_44_14	Sapporo	44	urban	Introduced
Sapporo_44_13	Sapporo	44	urban	Introduced
Sapporo_44_12	Sapporo	44	urban	Introduced
Sapporo_44_11	Sapporo	44	urban	Introduced
Sapporo_44_7	Sapporo	44	urban	Introduced
Tehran_1_3	Tehran	1	urban	Native
Tehran_1_5	Tehran	1	urban	Native
Tehran_1_6	Tehran	1	urban	Native
Tehran_1_4	Tehran	1	urban	Native
Tehran_1_2	Tehran	1	urban	Native
Tehran_1_1	Tehran	1	urban	Native
Tehran_1_9	Tehran	1	urban	Native
Tehran_1_10	Tehran	1	urban	Native
Tehran_2_8	Tehran	2	urban	Native
Tehran_2_6	Tehran	2	urban	Native
Tehran_2_4	Tehran	2	urban	Native
Tehran_2_7	Tehran	2	urban	Native
Tehran_2_9	Tehran	2	urban	Native
Tehran_2_10	Tehran	2	urban	Native
Tehran_2_2	Tehran	2	urban	Native
Tehran_2_1	Tehran	2	urban	Native
Tehran_27_10	Tehran	27	rural	Native
Tehran_27_2	Tehran	27	rural	Native
Tehran_27_8	Tehran	27	rural	Native
Tehran_27_6	Tehran	27	rural	Native
Tehran_27_4	Tehran	27	rural	Native
Tehran_27_3	Tehran	27	rural	Native
Tehran_27_1	Tehran	27	rural	Native
Tehran_27_5	Tehran	27	rural	Native
Tehran_27_9	Tehran	27	rural	Native
Tehran_28_6	Tehran	28	rural	Native
Tehran_28_10	Tehran	28	rural	Native
Tehran_28_3	Tehran	28	rural	Native
Tehran_28_2	Tehran	28	rural	Native
Tehran_28_8	Tehran	28	rural	Native
Tehran_28_5	Tehran	28	rural	Native
Tehran_28_7	Tehran	28	rural	Native
Tehran_35_5	Tehran	35	rural	Native
Tehran_35_8	Tehran	35	rural	Native
Tehran_35_6	Tehran	35	rural	Native
Tehran_35_7	Tehran	35	rural	Native
Tehran_35_4	Tehran	35	rural	Native
Tehran_35_1	Tehran	35	rural	Native
Tehran_35_2	Tehran	35	rural	Native
Tehran_35_3	Tehran	35	rural	Native
Tehran_35_9	Tehran	35	rural	Native
Tehran_35_10	Tehran	35	rural	Native
Tehran_36_11	Tehran	36	rural	Native
Tehran_36_5	Tehran	36	rural	Native
Tehran_36_6	Tehran	36	rural	Native
Tehran_36_7	Tehran	36	rural	Native
Tehran_36_8	Tehran	36	rural	Native
Tehran_36_9	Tehran	36	rural	Native
Tehran_36_10	Tehran	36	rural	Native
Tehran_36_3	Tehran	36	rural	Native
Tehran_36_1	Tehran	36	rural	Native
Tehran_37_1	Tehran	37	rural	Native
Tehran_37_2	Tehran	37	rural	Native
Tehran_37_3	Tehran	37	rural	Native
Tehran_37_9	Tehran	37	rural	Native
Tehran_37_10	Tehran	37	rural	Native
Tehran_37_7	Tehran	37	rural	Native
Tehran_37_6	Tehran	37	rural	Native
Tehran_37_5	Tehran	37	rural	Native
Tehran_37_4	Tehran	37	rural	Native
Tehran_38_5	Tehran	38	urban	Native
Tehran_38_10	Tehran	38	urban	Native
Tehran_38_6	Tehran	38	urban	Native
Tehran_38_2	Tehran	38	urban	Native
Tehran_38_1	Tehran	38	urban	Native
Tehran_38_9	Tehran	38	urban	Native
Tehran_38_7	Tehran	38	urban	Native
Tehran_38_8	Tehran	38	urban	Native
Tehran_39_6	Tehran	39	urban	Native
Tehran_39_5	Tehran	39	urban	Native
Tehran_39_4	Tehran	39	urban	Native
Tehran_39_3	Tehran	39	urban	Native
Tehran_39_7	Tehran	39	urban	Native
Tehran_39_9	Tehran	39	urban	Native
Tehran_39_8	Tehran	39	urban	Native
Tehran_39_10	Tehran	39	urban	Native
Tehran_39_2	Tehran	39	urban	Native
Tehran_39_1	Tehran	39	urban	Native
Tehran_40_2	Tehran	40	urban	Native
Tehran_40_9	Tehran	40	urban	Native
Tehran_40_10	Tehran	40	urban	Native
Tehran_40_8	Tehran	40	urban	Native
Tehran_40_7	Tehran	40	urban	Native
Tehran_40_6	Tehran	40	urban	Native
Tehran_40_4	Tehran	40	urban	Native
Tehran_40_3	Tehran	40	urban	Native
Tehran_40_1	Tehran	40	urban	Native
Thessa_1_11	Thessaloniki	1	urban	Native
Thessa_1_1	Thessaloniki	1	urban	Native
Thessa_1_2	Thessaloniki	1	urban	Native
Thessa_1_3	Thessaloniki	1	urban	Native
Thessa_1_6	Thessaloniki	1	urban	Native
Thessa_1_10	Thessaloniki	1	urban	Native
Thessa_1_14	Thessaloniki	1	urban	Native
Thessa_1_15	Thessaloniki	1	urban	Native
Thessa_1_16	Thessaloniki	1	urban	Native
Thessa_1_17	Thessaloniki	1	urban	Native
Thessa_2_16	Thessaloniki	2	urban	Native
Thessa_2_17	Thessaloniki	2	urban	Native
Thessa_2_1	Thessaloniki	2	urban	Native
Thessa_2_4	Thessaloniki	2	urban	Native
Thessa_2_6	Thessaloniki	2	urban	Native
